period,Barton Pond,CityHall,Jackson,N Campus Pump Station,S Industrial
2015/8/15,,0,0.01,0.01,0.01
2015/8/16,,0,0,0,0
2015/8/17,,0,0,0,0
2015/8/18,,0,0.04,0,0
2015/8/19,,0.53,0.22,0.46,0.47
2015/8/20,,0.26,0.39,0.35,0.27
2015/8/21,,0,0,0,0
2015/8/22,,0,0,0,0
2015/8/23,,0.16,0.38,0.25,0.15
2015/8/24,,0.01,0.01,0,0
2015/8/25,,0,0.01,0.01,0.01
2015/8/26,,0,0,0,0
2015/8/27,,0,0,0,0
2015/8/28,,0,0.04,0.03,0.05
2015/8/29,,0,0,0,0
2015/8/30,,0.01,0.11,0.02,0
2015/8/31,,0,0.01,0,0
2015/9/1,,0,0,0,0
2015/9/2,,0,0.25,0.03,0.08
2015/9/3,,1.09,0.9,0.79,1.13
2015/9/4,,0,0,0,0
2015/9/5,,0,0.12,0,0.02
2015/9/6,,0,0,0,0.01
2015/9/7,,0,0,0,0
2015/9/8,,0,0.03,0,0
2015/9/9,,0,0.01,0,0.02
2015/9/10,,0,0,0,0
2015/9/11,,0.09,0.11,0.09,0.11
2015/9/12,,0.01,0.02,0,0
2015/9/13,,0,0,0,0
2015/9/14,,0,0,0,0
2015/9/15,,0,0,0,0
2015/9/16,,0,0,0,0
2015/9/17,,0,0,0,0
2015/9/18,,0.29,0.29,0.42,0.49
2015/9/19,,0.24,0.23,0.3,0.24
2015/9/20,,0,0,0,0
2015/9/21,,0,0,0,0
2015/9/22,,0,0,0,0
2015/9/23,,0,0,0,0
2015/9/24,,0,0,0,0
2015/9/25,,0,0,0,0
2015/9/26,,0,0,0,0
2015/9/27,,0,0,0,0
2015/9/28,,0,0,0,0
2015/9/29,,0.07,0.12,0.06,0.08
2015/9/30,,0,0,0,0
2015/10/1,,0,0,0,0
2015/10/2,,0,0,0,0
2015/10/3,,0.08,0.1,0.06,0.03
2015/10/4,,0.01,0.01,0.01,0
2015/10/5,,0,0,0,0
2015/10/6,,0,0,0,0
2015/10/7,,0,0,0,0
2015/10/8,,0.01,0.05,0.04,0.01
2015/10/9,,0.01,0.01,0.02,0.01
2015/10/10,,0,0,0,0
2015/10/11,,0,0,0,0
2015/10/12,,0,0,0,0
2015/10/13,,0,0,0,0
2015/10/14,,0.02,0.01,0.03,0.01
2015/10/15,,0,0,0,0
2015/10/16,,0,0,0,0
2015/10/17,,0,0,0,0
2015/10/18,,0,0,0,0
2015/10/19,,0,0,0,0
2015/10/20,,0,0,0,0
2015/10/21,,0,0.01,0,0
2015/10/22,,0,0,0,0
2015/10/23,,0,0.01,0,0
2015/10/24,,0.44,0.45,0.52,0.5
2015/10/25,,0,0,0,0
2015/10/26,,0,0,0,0
2015/10/27,,0.03,0.07,0.06,0.04
2015/10/28,,1.28,1.19,1.38,0
2015/10/29,,0,0,0,0
2015/10/30,,0,0,0,0
2015/10/31,,0.08,0.12,0.11,0
2015/11/1,,0.01,0,0.02,0
2015/11/2,,0,0,0,0.05
2015/11/3,,0,0,0,0
2015/11/4,,0,0,0,0
2015/11/5,,0,0,0,0.01
2015/11/6,,0.24,0.19,0.22,0
2015/11/7,,0,0,0,0
2015/11/8,,0,0,0,0
2015/11/9,,0,0,0,0
2015/11/10,,0.29,0.27,0.34,0.12
2015/11/11,,0,0,0,0
2015/11/12,,0.24,0.27,0.28,0.18
2015/11/13,,0.01,0.02,0.02,0.04
2015/11/14,,0,0,0,0
2015/11/15,,0,0,0,0
2015/11/16,,0,0,0,0
2015/11/17,,0,0,0,0
2015/11/18,,0.17,0.17,0.21,0.16
2015/11/19,,0,0,0,0
2015/11/20,,0,0,0,0
2015/11/21,,0.46,0.77,0.19,0.51
2015/11/22,,0,0.01,0,0
2015/11/23,,0,0,0,0
2015/11/24,,0,0,0,0
2015/11/25,,0,0,0,0
2015/11/26,,0.06,0.02,0.09,0.06
2015/11/27,,0.38,0.4,0.36,0.38
2015/11/28,,0.02,0.02,0.02,0.01
2015/11/29,,0,0,0,0
2015/11/30,,0,0,0,0
2015/12/1,,0.01,0.03,0.02,0.01
2015/12/2,,0.06,0.06,0.09,0.07
2015/12/3,,0.01,0,0,0
2015/12/4,,0,0,0,0
2015/12/5,,0,0,0,0
2015/12/6,,0,0,0,0
2015/12/7,,0,0,0,0
2015/12/8,,0,0,0,0
2015/12/9,,0,0,0,0
2015/12/10,,0,0,0,0
2015/12/11,,0,0,0,0
2015/12/12,,0,0,0,0
2015/12/13,,0,0,0,0
2015/12/14,,0.31,0.1,0.28,0.25
2015/12/15,,0,0,0,0
2015/12/16,,0.02,0.01,0.04,0.03
2015/12/17,,0,0,0,0
2015/12/18,,0,0,0,0
2015/12/19,,0,0,0,0
2015/12/20,,0,0,0,0
2015/12/21,,0.41,0.41,0.51,0.39
2015/12/22,,0,0.04,0.03,0.15
2015/12/23,,0.54,0.47,0.59,0.58
2015/12/24,,0,0,0,0
2015/12/25,,0,0,0,0
2015/12/26,,0.03,0.04,0.03,0.03
2015/12/27,,0.17,0.2,0.2,0.19
2015/12/28,,0.78,0.72,0.77,0.61
2015/12/29,,0.02,0.02,0.02,0.02
2015/12/30,,0,0,0,0
2015/12/31,,0,0,0,0
2016/1/1,,0,0,0,0
2016/1/2,,0,0,0,0
2016/1/3,,0,0,0,0
2016/1/4,,0,0,0,0
2016/1/5,,0,0,0,0
2016/1/6,,0,0,0,0
2016/1/7,,0,0,0,0
2016/1/8,,0.11,0.12,0.14,0.15
2016/1/9,,0.1,0.07,0.13,0.08
2016/1/10,,0.19,0.35,0.18,0.28
2016/1/11,,0,0.01,0,0
2016/1/12,,0.02,0.03,0.04,0.03
2016/1/13,,0,0,0.01,0.01
2016/1/14,,0,0,0,0
2016/1/15,,0.15,0.15,0.19,0.15
2016/1/16,,0,0,0,0
2016/1/17,,0,0,0,0
2016/1/18,,0,0,0,0
2016/1/19,,0,0,0,0
2016/1/20,,0,0,0,0
2016/1/21,,0,0,0,0
2016/1/22,,0,0,0,0
2016/1/23,,0,0,0,0
2016/1/24,,0,0,0,0
2016/1/25,,0,0,0,0.01
2016/1/26,,0,0,0.01,0
2016/1/27,,0,0,0,0
2016/1/28,,0,0,0,0
2016/1/29,,0,0,0.01,0
2016/1/30,,0,0,0,0
2016/1/31,,0.11,0.11,0.17,0.1
2016/2/1,,0,0,0,0
2016/2/2,,0.37,0.32,0.5,0.36
2016/2/3,,0,0,0.01,0
2016/2/4,,0,0,0,0
2016/2/5,,0,0,0,0
2016/2/6,,0,0,0,0
2016/2/7,,0,0,0,0
2016/2/8,,0,0,0,0
2016/2/9,,0.02,0.05,0.05,0.04
2016/2/10,,0,0,0,0
2016/2/11,,0,0,0,0
2016/2/12,,0,0,0,0
2016/2/13,,0,0,0,0
2016/2/14,,0,0,0,0
2016/2/15,,0,0,0,0
2016/2/16,,0,0,0,0
2016/2/17,,0.02,0.05,0.05,0.03
2016/2/18,,0,0,0,0
2016/2/19,,0,0,0,0
2016/2/20,,0,0,0,0
2016/2/21,,0,0,0,0
2016/2/22,,0,0,0,0
2016/2/23,,0,0,0,0
2016/2/24,,0.55,0.78,0.11,0.47
2016/2/25,,0.02,0.2,0.04,0.12
2016/2/26,,0,0,0,0
2016/2/27,,0,0,0,0
2016/2/28,,0.22,0.22,0.23,0.19
2016/2/29,,0,0,0.03,0.01
2016/3/1,,0.14,0.35,0.08,0.18
2016/3/2,,0,0,0,0
2016/3/3,,0.02,0.04,0.02,0.02
2016/3/4,,0,0,0,0
2016/3/5,,0.04,0.09,0.08,0.07
2016/3/6,,0,0,0,0
2016/3/7,,0,0,0,0
2016/3/8,,0,0,0,0
2016/3/9,,0,0,0,0
2016/3/10,,0.02,0.06,0.03,0
2016/3/11,,0,0,0,0
2016/3/12,,0,0,0,0
2016/3/13,,0.78,0.72,0.89,0.62
2016/3/14,,0,0.01,0.01,0
2016/3/15,,0.05,0.1,0.05,0.04
2016/3/16,,0,0.05,0.09,0.01
2016/3/17,,0,0,0,0
2016/3/18,,0,0,0,0
2016/3/19,,0,0,0,0
2016/3/20,,0,0,0,0
2016/3/21,,0,0,0,0
2016/3/22,,0,0,0,0
2016/3/23,,0.01,0.01,0,0
2016/3/24,,0.97,0.83,1.03,1.04
2016/3/25,,0.01,0,0,0
2016/3/26,,0,0,0,0
2016/3/27,,0.31,0.39,0.39,0.39
2016/3/28,,0.12,0.14,0.13,0.11
2016/3/29,,0,0,0,0
2016/3/30,,0.03,0.02,0.02,0.03
2016/3/31,,0.85,0.54,0.87,0.99
2016/4/1,,0,0.02,0.02,0.01
2016/4/2,,0.06,0.1,0.06,0.07
2016/4/3,,0.02,0.03,0.02,0.03
2016/4/4,,0,0,0,0
2016/4/5,,0,0,0,0
2016/4/6,,0.08,0.13,0.13,0.1
2016/4/7,,0.04,0.09,0.03,0.06
2016/4/8,,0,0.02,0,0
2016/4/9,,0,0,0,0
2016/4/10,,0.36,0.41,0.43,0.32
2016/4/11,,0.01,0.01,0.02,0.02
2016/4/12,,0,0,0,0
2016/4/13,,0,0,0,0
2016/4/14,,0,0,0,0
2016/4/15,,0,0,0,0
2016/4/16,,0,0,0,0
2016/4/17,,0,0,0,0
2016/4/18,,0,0,0,0
2016/4/19,,0,0,0,0
2016/4/20,,0,0,0,0
2016/4/21,,0.62,0.94,0.64,0.4
2016/4/22,,0,0,0,0
2016/4/23,,0,0,0,0
2016/4/24,,0,0,0,0
2016/4/25,,0.27,0.23,0.29,0.28
2016/4/26,,0.09,0.12,0.11,0.12
2016/4/27,,0,0.04,0.14,0.1
2016/4/28,,0.07,0.13,0.06,0.07
2016/4/29,,0,0,0,0
2016/4/30,,0.69,0.67,0.69,0.54
2016/5/1,,0.02,0.04,0.03,0.01
2016/5/2,,0.25,0.25,0.27,0.24
2016/5/3,,0.01,0,0,0
2016/5/4,,0.4,0.43,0.37,0.38
2016/5/5,,0.02,0,0,0
2016/5/6,,0,0,0,0
2016/5/7,,0,0,0.01,0
2016/5/8,,0,0,0,0
2016/5/9,,0,0,0,0
2016/5/10,,0.21,0.19,0.2,0.18
2016/5/11,,0,0,0.01,0
2016/5/12,,0.71,0,0.63,0.63
2016/5/13,,0.05,,0.07,0.06
2016/5/14,,0.25,,0.28,0.27
2016/5/15,,0.01,,0.01,0
2016/5/16,,0,,0.02,0
2016/5/17,,0,,0.01,0.01
2016/5/18,,0,,0,0
2016/5/19,,0,,0,0
2016/5/20,,0,,0,0
2016/5/21,,0,,0,0.01
2016/5/22,,0,,0,0
2016/5/23,,0,,0,0
2016/5/24,,0,,0,0
2016/5/25,,0,,0,0
2016/5/26,,0.03,,0.01,0
2016/5/27,,0,,0.08,0.11
2016/5/28,,0,,0,0
2016/5/29,,0.02,,0.06,0
2016/5/30,,0,,0.01,0
2016/5/31,,0,,0,0
2016/6/1,,0.93,,0.65,0.55
2016/6/2,,0,,0.01,0.01
2016/6/3,,0,,0,0
2016/6/4,,1.19,,1.53,1.72
2016/6/5,,0.3,,0.16,0.13
2016/6/6,,0,0,0,0
2016/6/7,,0,0,0,0
2016/6/8,,0,0,0,0
2016/6/9,,0,0,0,0
2016/6/10,,0,0,0,0
2016/6/11,,0,0,0,0
2016/6/12,,0,0,0,0
2016/6/13,,0,0,0,0
2016/6/14,,0,0,0,0
2016/6/15,,0,0,0,0
2016/6/16,,0.91,0,0.78,0.96
2016/6/17,,0,0,0,0
2016/6/18,,0,0,0,0
2016/6/19,,0,0,0,0
2016/6/20,,0,0,0,0
2016/6/21,,0,0,0,0
2016/6/22,,0,0,0,0
2016/6/23,,0,0.02,0,0.01
2016/6/24,,0,0,0,0
2016/6/25,,0,0,0,0
2016/6/26,,0,0.02,0,0
2016/6/27,,0,0.01,0,0
2016/6/28,,0,0,0,0
2016/6/29,,0,0,0,0
2016/6/30,,0,0,0,0
2016/7/1,,0.23,0.37,0.3,0.19
2016/7/2,,0,0,0,0
2016/7/3,,0,0,0,0
2016/7/4,,0,0,0,0
2016/7/5,,0,0,0,0
2016/7/6,,0,0,0,0
2016/7/7,,0,0.04,0,0.23
2016/7/8,,0.14,0.17,0.21,0.13
2016/7/9,,0,0,0,0
2016/7/10,,0,0,0,0
2016/7/11,,0,0,0,0
2016/7/12,,0.06,0.12,0.09,0.36
2016/7/13,,0.09,0.25,0.09,0.04
2016/7/14,,0.02,0.02,0.02,0
2016/7/15,,0,0,0,0
2016/7/16,,0,0,0,0
2016/7/17,,0,0,0,0
2016/7/18,,0.22,0.36,0.17,0.13
2016/7/19,,0,0,0,0
2016/7/20,,0,0,0,0
2016/7/21,,0.46,0.29,0.48,0.58
2016/7/22,,0,0,0,0
2016/7/23,,0,0,0,0
2016/7/24,,0.1,0.14,0.12,0.13
2016/7/25,,0.06,0.05,0.05,0.05
2016/7/26,,0,0,0,0
2016/7/27,,0,0,0,0
2016/7/28,,0,0,0,0
2016/7/29,,0.01,0.01,0,0.98
2016/7/30,,0.76,1.56,0.5,0.94
2016/7/31,,0,0,0,0
2016/8/1,,0,0,0,0
2016/8/2,,0,0,0,0
2016/8/3,,0,0,0,0
2016/8/4,,0,0,0,0
2016/8/5,,0,0,0,0
2016/8/6,,0,0,0,0
2016/8/7,,0,0,0,0
2016/8/8,,0,0,0,0
2016/8/9,,0,0,0,0
2016/8/10,,0,0,0,0
2016/8/11,,0,0,0,0
2016/8/12,,0.01,0.12,0.1,0.06
2016/8/13,,0.25,0.16,0.22,0.5
2016/8/14,,0.37,0.54,0.37,0.51
2016/8/15,,0.48,0.73,0.46,0.45
2016/8/16,,2.06,1.5,2.17,1.98
2016/8/17,,0.04,0.1,0.07,0
2016/8/18,,0,0,0,0
2016/8/19,,0,0,0.06,0
2016/8/20,,0,0.02,0,0.01
2016/8/21,,0.21,0.39,0.15,0.23
2016/8/22,,0.01,0.01,0.01,0
2016/8/23,,0,0,0,0
2016/8/24,,0.17,0.34,0.25,0.19
2016/8/25,,0,0,0.03,0
2016/8/26,,0,0,0,0
2016/8/27,,0.43,0.85,0.33,0.57
2016/8/28,,0,0,0,0
2016/8/29,,0,0,0,0
2016/8/30,,0,0,0,0.03
2016/8/31,,0,0.01,0.01,0
2016/9/1,,0,0,0,0
2016/9/2,,0,0,0,0
2016/9/3,,0,0,0,0
2016/9/4,,0,0,0,0
2016/9/5,,0,0,0.02,0
2016/9/6,,0,0,0,0
2016/9/7,,0,0,0.05,0
2016/9/8,,0.28,0.28,0.3,0.16
2016/9/9,,0,0,0,0
2016/9/10,,0.76,0.79,0.83,0.81
2016/9/11,,0,0,0,0
2016/9/12,,0,0,0,0
2016/9/13,,0,0,0,0
2016/9/14,,0.01,0.03,0.02,0.02
2016/9/15,,0,0,0,0
2016/9/16,,0,0,0,0
2016/9/17,,0.17,0.23,0.2,0.25
2016/9/18,,0,0,0,0
2016/9/19,,0,0,0,0
2016/9/20,,0,0,0,0
2016/9/21,,0,0,0,0
2016/9/22,,0,0,0,0
2016/9/23,,0,0,0,0
2016/9/24,,0,0,0,0
2016/9/25,,0,0,0,0
2016/9/26,,0.08,0.19,0.12,0.14
2016/9/27,,0,0,0,0
2016/9/28,,0.34,0.33,0.41,0.32
2016/9/29,,1.93,2.31,1.94,1.93
2016/9/30,,0.24,0.3,0.27,0.22
2016/10/1,,0.4,0.44,0.32,0.43
2016/10/2,,0,0,0.01,0
2016/10/3,,0,0,0.01,0
2016/10/4,,0,0.01,0.01,0
2016/10/5,,0,0,0,0
2016/10/6,,0,0,0,0
2016/10/7,,0.27,0.35,0.25,0.14
2016/10/8,,0.01,0,0,0
2016/10/9,,0,0,0,0
2016/10/10,,0,0,0,0
2016/10/11,,0,0,0,0
2016/10/12,,0.18,0.24,0.22,0.19
2016/10/13,,0,0,0,0
2016/10/14,,0,0,0,0
2016/10/15,,0,0,0,0
2016/10/16,,0.23,0.24,0.23,0.2
2016/10/17,,0,0,0,0.01
2016/10/18,,0,0,0.01,0
2016/10/19,,0.14,0.13,0.13,0.13
2016/10/20,,1.01,0.86,0.98,1.02
2016/10/21,,0.01,0.02,0.02,0.01
2016/10/22,,0,0,0,0
2016/10/23,,0,0,0,0
2016/10/24,,0,0,0,0
2016/10/25,,0,0.05,0.04,0.03
2016/10/26,,0.52,0.53,0.58,0.43
2016/10/27,,0.05,0.06,0.07,0.06
2016/10/28,,0,0,0,0
2016/10/29,,0,0,0,0
2016/10/30,,0.43,0.53,0.41,0.44
2016/10/31,,0,0,0,0
2016/11/1,,0,0,0,0
2016/11/2,,0.39,0.36,0.39,0.37
2016/11/3,,0.12,0.1,0.21,0.09
2016/11/4,,0,0,0,0
2016/11/5,,0,0,0,0
2016/11/6,,0,0,0,0
2016/11/7,,0,0,0,0
2016/11/8,,0.01,0.02,0.02,0.09
2016/11/9,,0,0,0,0
2016/11/10,,0,0,0,0
2016/11/11,,0,0,0,0
2016/11/12,,0,0,0,0
2016/11/13,,0,0,0,0
2016/11/14,,0,0,0,0
2016/11/15,,0,0,0,0
2016/11/16,,0,0,0,0
2016/11/17,,0,0,0,0
2016/11/18,,0.07,0.16,0.08,0.1
2016/11/19,,0.04,0.03,0.05,0.04
2016/11/20,,0,0,0,0
2016/11/21,,0,0,0,0
2016/11/22,,0,0,0,0
2016/11/23,,0.24,0.27,0.38,0.21
2016/11/24,,0.01,0.01,0,0
2016/11/25,,0,0,0,0
2016/11/26,,0,0,0.01,0
2016/11/27,,0,0,0,0
2016/11/28,,0.64,0.75,0.69,0.48
2016/11/29,,0.05,0.04,0.06,0.03
2016/11/30,,0,0,0,0
2016/12/1,,0,0,0,0
2016/12/2,,0,0,0,0
2016/12/3,,0,0,0,0
2016/12/4,,0.13,0.16,0.16,0.14
2016/12/5,,0,0,0,0
2016/12/6,,0.06,0.05,0.09,0.1
2016/12/7,,0,0,0,0
2016/12/8,,0,0,0,0
2016/12/9,,0,0,0,0
2016/12/10,,0,0.01,0,0
2016/12/11,,0.47,0.63,0.58,0.56
2016/12/12,,0.01,0,0,0
2016/12/13,,0,0,0,0
2016/12/14,,0,0.01,0,0.02
2016/12/15,,0,0,0,0
2016/12/16,,0.02,0.06,0.05,0.05
2016/12/17,,0.07,0.1,0.11,0.06
2016/12/18,,0,0,0,0
2016/12/19,,0,0,0,0
2016/12/20,,0,0,0,0
2016/12/21,,0,0,0,0
2016/12/22,,0,0,0,0
2016/12/23,,0.03,0.04,0.03,0.03
2016/12/24,,0.04,0.02,0.03,0.03
2016/12/25,,0,0,0,0
2016/12/26,,0.22,0.22,0.25,0.23
2016/12/27,,0,0,0,0
2016/12/28,,0,0,0,0
2016/12/29,,0,0,0,0
2016/12/30,,0,0,0,0
2016/12/31,,0,0,0,0
2017/1/1,,0,0,0,0
2017/1/2,,0.24,0.3,0.24,0.26
2017/1/3,,0.16,0.17,0.21,0.13
2017/1/4,,0,0,0,0
2017/1/5,,0,0.1,0.07,0.06
2017/1/6,,0,0,0,0
2017/1/7,,0,0,0,0
2017/1/8,,0,0,0,0
2017/1/9,,0,0,0,0
2017/1/10,,0.52,0.46,0.56,0.39
2017/1/11,,0.32,0.31,0.37,0.24
2017/1/12,,0.29,0.29,0.3,0.34
2017/1/13,,0,0,0,0
2017/1/14,,0,0,0,0
2017/1/15,,0,0,0,0
2017/1/16,,0.12,0.15,0.2,0.09
2017/1/17,,0.41,0.46,0.46,0.38
2017/1/18,,0,0,0,0
2017/1/19,,0,0,0,0
2017/1/20,,0.05,0.05,0.06,0.06
2017/1/21,,0,0,0,0
2017/1/22,,0,0,0.01,0
2017/1/23,,0.03,0.07,0.06,0.03
2017/1/24,,0.02,0.02,0.03,0.02
2017/1/25,,0,0,0,0
2017/1/26,,0,0.01,0.02,0
2017/1/27,,0,0,0,0
2017/1/28,,0,0,0,0
2017/1/29,,0.04,0.11,0.02,0.05
2017/1/30,,0.01,0.04,0.03,0.03
2017/1/31,,0.14,0.17,0.17,0.12
2017/2/1,,0.01,0.07,0.04,0.07
2017/2/2,,0,0,0,0
2017/2/3,,0,0,0,0
2017/2/4,,0,0,0,0
2017/2/5,,0,0,0,0
2017/2/6,,0,0,0,0
2017/2/7,,0.79,1.01,0.91,0.78
2017/2/8,,0,0,0,0
2017/2/9,,0.1,0.06,0.09,0.04
2017/2/10,,0,0,0,0
2017/2/11,,0.01,0.02,0.03,0.02
2017/2/12,,0.11,0.14,0.15,0.12
2017/2/13,,0,0,0,0
2017/2/14,,0,0.03,0,0.02
2017/2/15,,0.01,0,0,0
2017/2/16,,0,0,0,0
2017/2/17,,0,0,0,0
2017/2/18,,0,0,0,0
2017/2/19,,0,0,0,0
2017/2/20,,0,0,0,0
2017/2/21,,0.01,0.01,0,0.01
2017/2/22,,0,0,0,0
2017/2/23,,0,0,0,0
2017/2/24,,0.34,0.24,0.41,0.54
2017/2/25,,0,0,0,0
2017/2/26,,0,0,0,0
2017/2/27,,0,0,0,0
2017/2/28,,0.97,1.02,1.07,0.96
2017/3/1,,0.53,0.58,0.65,0.72
2017/3/2,,0,0,0,0
2017/3/3,,0,0,0,0
2017/3/4,,0,0,0,0
2017/3/5,,0,0,0,0
2017/3/6,,0.04,0.04,0.04,0.08
2017/3/7,,0.19,0.23,0.17,0.22
2017/3/8,,0,0,0,0
2017/3/9,,0,0,0,0
2017/3/10,,0,0,0,0
2017/3/11,,0,0,0,0
2017/3/12,,0,0,0,0
2017/3/13,,0.08,0.13,0.03,0.05
2017/3/14,,0,0,0,0
2017/3/15,,0,0,0,0
2017/3/16,,0,0,0,0
2017/3/17,,0.08,0.1,0.12,0.17
2017/3/18,,0.1,0.13,0.12,0.11
2017/3/19,,0,0,0,0
2017/3/20,,0.15,0.17,0.12,0.13
2017/3/21,,0,0,0,0
2017/3/22,,0,0,0,0
2017/3/23,,0.12,0.15,0.15,0.13
2017/3/24,,0.3,0.3,0.28,0.27
2017/3/25,,0,0.01,0.02,0
2017/3/26,,0.27,0.23,0.33,0.28
2017/3/27,,0,0,0.01,0
2017/3/28,,0,0,0,0
2017/3/29,,0.01,0.03,0.03,0.01
2017/3/30,,1.14,0.94,1.16,1.16
2017/3/31,,0,0,0.01,0
2017/4/1,,0,0,0,0
