period,Barton Pond,CityHall,Jackson,N Campus Pump Station,S Industrial
2022/3/20,0,0,0.03,0,0
2022/3/21,0,0,0,0,0
2022/3/22,0.21,0.18,0.25,0.24,0.19
2022/3/23,0.92,0.73,1.29,0.79,0.65
2022/3/24,2.77,0,0.01,0,0
2022/3/25,0.02,0,0.03,0.02,0.03
2022/3/26,0,0,0.03,0.01,0.01
2022/3/27,0,0,0,0,0
2022/3/28,0,0,0,0,0
2022/3/29,0.01,0,0,0,0.02
2022/3/30,0.13,0.12,0.12,0.18,0.08
2022/3/31,0.01,0.01,0,0.02,0
2022/4/1,0,0,0,0,0
2022/4/2,0.06,0.06,0.06,0.08,0.09
2022/4/3,0.01,0.02,0.08,0.03,0.03
2022/4/4,0.23,0.21,0.28,0.28,0.2
2022/4/5,0,0,0,0,0
2022/4/6,0.73,0.21,0.27,0.31,0.21
2022/4/7,0.06,0,0,0,0
2022/4/8,0,0.02,0.01,0.09,0.03
2022/4/9,0,0,0,0,0
2022/4/10,0,0,0,0,0
2022/4/11,0.08,0,0.03,0.01,0.01
2022/4/12,0,0,0,0,0
2022/4/13,0.17,0.13,0.1,0.19,0.15
2022/4/14,0.03,0.03,0.07,0.09,0.07
2022/4/15,0.19,0.19,0.24,0.37,0.27
2022/4/16,0,0,0,0,0
2022/4/17,0,0,0,0,0
2022/4/18,0.16,0.18,0.31,0.22,0.26
2022/4/19,0,0,0.03,0.01,0
2022/4/20,0,0,0,0,0
2022/4/21,0.03,0.06,0.04,0.09,0.05
2022/4/22,0.47,0.41,0.47,0.6,0.42
2022/4/23,0.67,0.67,0.82,0.9,0.66
2022/4/24,0.24,0.18,0.21,0.33,0.24
2022/4/25,0.05,0.03,0.07,0.09,0.11
2022/4/26,0,0,0,0,0
2022/4/27,0,0,0,0,0
2022/4/28,0,0,0,0,0
2022/4/29,0,0,0,0,0
2022/4/30,0,0,0,0,0
2022/5/1,0.35,0.24,0.48,0.36,0.25
2022/5/2,0,0,0,0,0
2022/5/3,0.66,0.7,0.6,0.92,0.68
2022/5/4,0.01,0.03,0.01,0.05,0.01
2022/5/5,0.06,0.05,0.08,0.1,0.08
2022/5/6,0.07,0.07,0.1,0.08,0.06
2022/5/7,0,0,0,0,0
2022/5/8,0,0,0,0,0
2022/5/9,0,0,0,0.01,0
2022/5/10,0,0,0,0,0
2022/5/11,0,0,0,0,0
2022/5/12,0,0,0,0,0
2022/5/13,0,0,0,0,0
2022/5/14,1.11,0.85,1.6,0.67,0.85
2022/5/15,0.04,0.04,0.02,0.07,0.08
2022/5/16,0.14,0.15,0.14,0.25,0.23
2022/5/17,0,0,0,0,0
2022/5/18,0.37,0.35,0.39,0.46,0.4
2022/5/19,0,0.01,0.01,0.01,0
2022/5/20,0,0,0,0,0
2022/5/21,0.22,0.19,0.18,0.23,0.16
2022/5/22,0,0,0,0,0
2022/5/23,0,0,0,0,0
2022/5/24,0,0,0,0,0
2022/5/25,0.28,0.32,0.32,0.41,0.38
2022/5/26,0.14,0.05,0.2,0.12,0.07
2022/5/27,0.53,0.1,0.07,1.04,0.13
2022/5/28,0,0,0.05,0.01,0
2022/5/29,0,0,0.01,0,0
2022/5/30,0,0,0,0,0
2022/5/31,0,0,0,0,0
2022/6/1,0.08,0.1,0.07,0.11,0.12
2022/6/2,0,0,0.01,0,0
2022/6/3,0,0,0,0,0
2022/6/4,0,0,0,0,0
2022/6/5,0,0,0,0,0
2022/6/6,0.92,0.74,0.1,0.89,0.75
2022/6/7,0.53,0.36,0.12,0.51,0.36
2022/6/8,0.51,0.58,0.13,0.64,0.57
2022/6/9,0,0,0.03,0,0
2022/6/10,0,0.01,0.01,0.01,0.01
2022/6/11,0,0,0.01,0,0
2022/6/12,0,0,0.01,0,0
2022/6/13,0.18,0.18,0,0.18,0.17
2022/6/14,0.22,0.28,0,0.32,0.27
2022/6/15,0,0,0.01,0,0
2022/6/16,0.25,0.33,0.38,0.37,0.07
2022/6/17,0,0,0,0,0
2022/6/18,0,0,0,0,0
2022/6/19,0,0,0,0,0
2022/6/20,0.04,0.01,0.02,0.07,0.05
2022/6/21,0,0,0,0,0
2022/6/22,0,0,0,0,0
2022/6/23,0,0,0,0,0
2022/6/24,0,0,0,0,0
2022/6/25,0.03,0.01,0.04,0.03,0.03
2022/6/26,0,0,0,0,0.01
2022/6/27,0,0,0,0,0
2022/6/28,0,0,0,0,0
2022/6/29,0,0,0,0,0
2022/6/30,0,0,0,0,0
2022/7/1,0.16,0.12,0.15,0.22,0.22
2022/7/2,0,0,0,0,0
2022/7/3,0,0,0,0,0
2022/7/4,0,0,0,0,0
2022/7/5,0.21,0.33,0.26,0.32,0.38
2022/7/6,0.25,0.26,0.02,0.27,0.37
2022/7/7,0,0,0.01,0,0
2022/7/8,0.34,1.14,0.01,1.58,1.59
2022/7/9,0,0,0.04,0,0
2022/7/10,0,0,0.01,0,0
2022/7/11,0,0,0.01,0,0
2022/7/12,0.01,0.03,0,0.02,0.04
2022/7/13,0.54,0.5,0.24,0.48,0.35
2022/7/14,0,0,0,0,0
2022/7/15,0.12,0.11,0.15,0.16,0.13
2022/7/16,0,0,0,0,0
2022/7/17,0.01,0,0.01,0.01,0.01
2022/7/18,0.01,0,0,0,0
2022/7/19,0,0,0,0,0
2022/7/20,0.03,0.12,0.02,0.13,0.06
2022/7/21,0.12,0.09,0.13,0.15,0.37
2022/7/22,0.01,0,0.01,0.01,0.01
2022/7/23,0.26,0.32,0.43,0.34,0.23
2022/7/24,0.03,0.01,0.03,0.03,0.04
2022/7/25,0,0,0,0,0
2022/7/26,0,0,0,0,0
2022/7/27,0.02,0,0.02,0.01,0.02
2022/7/28,0,0,0,0,0
2022/7/29,0,0,0,0,0
2022/7/30,0,0,0,0,0
2022/7/31,0,0,0,0,0
2022/8/1,0,0,0,0,0
2022/8/2,0,0,0,0,0
2022/8/3,0.49,0.6,0.74,0.5,0.63
2022/8/4,0.49,0.44,0.73,0.63,0.26
2022/8/5,0,0,0,0,0
2022/8/6,0,0,0,0,0
2022/8/7,0,0,0,0,0
2022/8/8,0.23,0.09,0.15,0.23,0.01
2022/8/9,0,0,0,0,0
2022/8/10,0,0,0,0,0
2022/8/11,0,0,0,0,0
2022/8/12,0,0,0,0,0
2022/8/13,0.03,0.02,0.05,0.06,0.05
2022/8/14,0.03,0.01,0.03,0.02,0.02
2022/8/15,0,0,0,0,0
2022/8/16,0.07,0.04,0.13,0,0.01
2022/8/17,0.36,0.15,0.09,,0.1
2022/8/18,0,0,0,,0
2022/8/19,0,0,0,,0
2022/8/20,0,0,0.01,,0.01
2022/8/21,0.63,0.95,0.59,,1.49
2022/8/22,0,0,0,,0.01
2022/8/23,0,0,0,0,0
2022/8/24,0,0,0,0,0
2022/8/25,0,0,0,0,0
2022/8/26,0,0,0,0,0
2022/8/27,0,0,0,0,0
2022/8/28,0,0,0,0,0
2022/8/29,0.29,0.33,0.65,0.52,0.2
2022/8/30,0,0,0,0,0
2022/8/31,0,0,0,0,0
2022/9/1,0,0,0,0,0
2022/9/2,0,0,0,0,0
2022/9/3,0,0,0,0,0
2022/9/4,0,0,0,0.01,0.01
2022/9/5,0,0,0,0,0
2022/9/6,0,0,0,0,0
2022/9/7,0,0,0,0,0
2022/9/8,0,0,0,0,0
2022/9/9,0,0,0,0,0
2022/9/10,0.44,0.2,0.63,0.14,0.25
2022/9/11,0.47,0.47,0.43,0.2,0.39
2022/9/12,0.01,0.1,0.01,0.01,0.01
2022/9/13,0,0,0,0,0
2022/9/14,0,0,0,0,0
2022/9/15,0,0,0,0,0
2022/9/16,0,0,0,0,0
2022/9/17,0,0,0,0,0
2022/9/18,0,0,0,0,0
2022/9/19,0.16,0.13,0.17,0.18,0.25
2022/9/20,0.63,0.83,0.68,0.63,0.6
2022/9/21,0.01,0,0,0,0
2022/9/22,0,0,0,0,0
2022/9/23,0,0,0,0,0
2022/9/24,0.09,0.11,0.13,0.12,0.1
2022/9/25,0.14,0.17,0.18,0.21,0.25
2022/9/26,0.04,0.04,0.03,0.03,0.02
2022/9/27,0,0,0,0,0.01
2022/9/28,0,0,0,0,0
2022/9/29,0,0,0,0,0
2022/9/30,0,0,0,0,0
2022/10/1,0,0,0,0,0
2022/10/2,0,0,0,0,0
2022/10/3,0,0,0,0,0
2022/10/4,0,0,0,0,0
2022/10/5,0,0,0,0,0
2022/10/6,0,,0,0,0.01
2022/10/7,0,,0,0,0
2022/10/8,0,,0,0,0
2022/10/9,0,,0,0,0
2022/10/10,0,,0,0,0
2022/10/11,0.01,,0.02,0.02,0.01
2022/10/12,0.06,,0.08,0.11,0.13
2022/10/13,0.02,,0.03,0.04,0.02
2022/10/14,0,,0,0,0
2022/10/15,0.01,,0.03,0.04,0.02
2022/10/16,0,,0,0,0
2022/10/17,0.05,,0.07,0.08,0.07
2022/10/18,0.03,,0.09,0.04,0.06
2022/10/19,0.01,,0.05,0,0.01
2022/10/20,0.01,,0.01,0.02,0.02
2022/10/21,0,,0,0,0
2022/10/22,0,,0,0,0
2022/10/23,0,,0,0,0
2022/10/24,0,,0,0,0
2022/10/25,0.02,,0.01,0.04,0.04
2022/10/26,0.2,,0.18,0.2,0.16
2022/10/27,0,,0,0,0
2022/10/28,0,,0,0,0
2022/10/29,0,,0,0,0
2022/10/30,0,,0,0,0
2022/10/31,0.19,,0.18,0.25,0.26
2022/11/1,0,,0,0,0
2022/11/2,0,,0,0,0
2022/11/3,0,,0,0,0
2022/11/4,0,,0,0,0
2022/11/5,0.01,,0.01,0.04,0.04
2022/11/6,0,,0,0,0
2022/11/7,0,,0,0,0
2022/11/8,0,,0,0,0
2022/11/9,0,,0,0,0
2022/11/10,0,,0,0,0
2022/11/11,0,,0,0,0
2022/11/12,0.03,,0.07,0.07,0.05
2022/11/13,0,,0,0,0
2022/11/14,0,,0,0,0
2022/11/15,0.01,,0.02,0.02,0.02
2022/11/16,0,,0.06,0,0
2022/11/17,0.01,,0,0.01,0.01
2022/11/18,0,,0.01,0,0
2022/11/19,0.01,,0,0.04,0.04
2022/11/20,0,,0,0.01,0
2022/11/21,0,,0.05,0,0
2022/11/22,0,,0,0,0
2022/11/23,0,,0,0,0
2022/11/24,0.01,,0.02,0.01,0.03
2022/11/25,0,,0,0,0
2022/11/26,0,,0,0,0
2022/11/27,0.34,,0.41,0.49,0.52
2022/11/28,0,,0,0,0
2022/11/29,0,,0,0,0
2022/11/30,0.17,,0.19,0.15,0.12
2022/12/1,0,,0,0,0
2022/12/2,0,,0,,0
2022/12/3,0.03,,0.04,,0.08
2022/12/4,0,,0,,0
2022/12/5,0,,0,,0
2022/12/6,0,,0,,0
2022/12/7,0,,0,,0
2022/12/8,0,,0,,0
2022/12/9,0,,0,,0
2022/12/10,0,,0,,0
2022/12/11,0,,0,,0
2022/12/12,0,,0,,0
2022/12/13,0,,0,,0
2022/12/14,0,,0,,0
2022/12/15,0.37,,0.53,,0.41
2022/12/16,0.01,,0,,0
2022/12/17,0,,0,,0
2022/12/18,0,,0,,0
2022/12/19,0,,0,,0
2022/12/20,0,,0.01,,0
2022/12/21,0,,0,,0
2022/12/22,0.17,,0.25,,0.21
2022/12/23,0,,0,,0
2022/12/24,0,,0,,0
2022/12/25,0,,0,,0
2022/12/26,0,,0,,0
2022/12/27,0,0,0.03,,0
2022/12/28,0,0.04,0.01,,0
2022/12/29,0,0,0,,0
2022/12/30,0.45,0.67,0.54,,0.59
2022/12/31,0.28,0.37,0.32,,0.33
2023/1/1,0.06,0.14,0.12,,0.09
2023/1/2,0,0,0,,0
2023/1/3,0.37,0.49,0.38,,0.45
2023/1/4,0.06,0.1,0.04,,0.09
2023/1/5,0.02,0.05,0.03,,0.02
2023/1/6,0,0.01,0.02,,0
2023/1/7,0,0.01,0.01,,0
2023/1/8,0,0,0,,0
2023/1/9,0,0,0,,0
2023/1/10,0,0,0,,0
2023/1/11,0,0,0,,0
2023/1/12,0,0,0,,0
2023/1/13,0,0,0,,0
2023/1/14,0,0,0,,0
2023/1/15,0,0,0,,0
2023/1/16,0.1,0.17,0.19,,0.1
2023/1/17,0.01,0.03,0.02,,0.02
2023/1/18,0.01,0.01,0.01,,0.01
2023/1/19,0.42,0.67,0.52,,0.39
2023/1/20,0.03,0.07,0.05,,0.02
2023/1/21,0,0,0,,0
2023/1/22,0.08,0.15,0.01,,0.08
2023/1/23,0,0.01,0,,0
2023/1/24,0,0,0.01,,0
2023/1/25,0.31,0.16,0,,0.31
2023/1/26,0,0.2,0,,0
2023/1/27,0,0.03,0,,0
2023/1/28,0,0.01,0,,0
2023/1/29,0.05,0,0.01,,0.04
2023/1/30,0,0,0,,0
2023/1/31,0,0,0,,0
2023/2/1,0,0,0,,0
2023/2/2,0,0,0.01,,0
2023/2/3,0,0,0,,0
2023/2/4,0,0,0,,0
2023/2/5,0,0.01,0.37,,0
2023/2/6,0,0.01,0,,0
2023/2/7,0,0,0,,0
2023/2/8,0,0,0,,0
2023/2/9,0.79,0.83,0.71,,0.64
2023/2/10,0,0.08,0.1,,0.13
2023/2/11,0,0,0,,0
2023/2/12,0,0,0,,0
2023/2/13,0,0,0,,0
2023/2/14,0,0.01,0.01,,0
2023/2/15,0.01,0,0,,0
2023/2/16,0.1,0,0.01,,0.14
2023/2/17,0,0,0,,0
2023/2/18,0,0.12,0.18,,
2023/2/19,0,0,0,,
2023/2/20,0,0,0,,
2023/2/21,0,0,0,,
2023/2/22,0.75,0.85,0.61,,
2023/2/23,0,0.23,0.02,,
2023/2/24,0,0,0,,
2023/2/25,0.01,0.04,0.03,,
2023/2/26,0,0,0,,
2023/2/27,0.77,1.01,0.01,,
2023/2/28,0,0.01,0.01,,
2023/3/1,0.01,0.01,0.01,,0
2023/3/2,0,0,0.01,,0
2023/3/3,0.7,0.01,0,,0.32
2023/3/4,0.04,1.01,1.09,,
2023/3/5,0,0,0,,0
2023/3/6,0.36,0.54,0.41,,0.41
2023/3/7,0.03,0.04,0.06,,0.12
2023/3/8,0,0,0,,0
2023/3/9,0,0,0,,0
2023/3/10,0.13,0.3,0.27,,0.13
2023/3/11,0,0,0.01,,0
2023/3/12,0.01,0.03,0.02,,0
2023/3/13,0.03,0.12,0.11,,0.05
2023/3/14,0,0,0,,0
2023/3/15,0,0,0,,0
2023/3/16,0,0,0.02,,0.02
2023/3/17,0.08,0,0.11,,0.11
2023/3/18,0,0,0,,0
2023/3/19,0,0,0.01,,0
2023/3/20,0,0,0,,0
2023/3/21,0,0,0,,0
2023/3/22,0.12,0.17,0.14,,0.09
2023/3/23,0.13,0.16,0.15,,0.17
2023/3/24,0,0,0.01,,0
2023/3/25,0.3,0.47,0.37,,0.27
2023/3/26,0.13,0.18,0.17,,0.12
2023/3/27,0.03,0.09,0.06,,0.12
2023/3/28,0,0,0,,0
2023/3/29,0,0.01,0.01,,0.01
2023/3/30,0.01,0,0,,0
2023/3/31,0.84,1.11,0.88,,0.95
2023/4/1,0.13,0.2,0.17,,0.2
2023/4/2,0,0,0,,0
2023/4/3,0.14,0.19,0.2,,0.18
2023/4/4,0.13,0.2,0.17,,0.15
2023/4/5,0.09,0.11,0.08,,0.1
2023/4/6,0,0,0,,0
2023/4/7,0,0,0,,0
2023/4/8,0,0,0,,0
2023/4/9,0,0,0,,0
2023/4/10,0,0,0,,0
2023/4/11,0,0,0,,0
2023/4/12,0,0,0,,0
2023/4/13,0,0,0,,0
2023/4/14,0,0,0,,0
2023/4/15,0,0,0,,0
2023/4/16,0.06,0.08,0.06,,0.07
2023/4/17,0.02,0.09,0.03,,0.04
2023/4/18,0,0,0,,0
2023/4/19,0,0,0,,0
2023/4/20,0.01,0.01,0.01,,0.01
2023/4/21,0.17,0.18,0.2,,0.18
2023/4/22,0.08,0.02,0.09,,0
2023/4/23,0.01,0.03,0,,0
2023/4/24,0,0,0,,0
2023/4/25,0.05,0.06,0.08,,0.05
2023/4/26,0,0.01,0,,0
2023/4/27,0,0,0,,0
2023/4/28,0.44,0.17,0.49,,0.46
2023/4/29,0.36,0,0.37,,0.41
2023/4/30,0.13,0,0.16,,0.16
2023/5/1,0.06,0,0.13,,0.1
2023/5/2,0.01,0,0.06,,0.25
2023/5/3,0,0,0,,0
2023/5/4,0,0,0,,0
2023/5/5,0,0,0,,0
2023/5/6,0,0,0,,0
2023/5/7,0.32,0,0.24,,0.23
2023/5/8,0.03,0,0.02,,0.03
2023/5/9,0,0,0,,0
2023/5/10,0,0,0,,0
2023/5/11,0,0,0,,0
2023/5/12,0,0,0,,0
2023/5/13,0,0,0,,0
2023/5/14,0,0,0,,0
2023/5/15,0,0,0,,0
2023/5/16,0,0,0,,0
2023/5/17,0,0,0,,0
2023/5/18,0,0,0,,0
2023/5/19,0.42,0.01,0.44,,0.5
2023/5/20,0,0.02,0.01,,0
2023/5/21,0,0,0,,0
2023/5/22,0,0,0,,0
2023/5/23,0,0,0,,0
2023/5/24,0,0,0,,0
2023/5/25,0,0,0,,0
2023/5/26,0,0,0,,0
2023/5/27,0,0,0,,0
2023/5/28,0,0,0,,0
2023/5/29,0,0,0,,0
2023/5/30,0,0,0,,0
2023/5/31,0,0,0,,0
2023/6/1,0,0,0,,0
2023/6/2,0,0,0,,0
2023/6/3,0,0,0,,0
2023/6/4,0,0,0,,0
2023/6/5,0,0,0,,0
2023/6/6,0,0,0,,0
2023/6/7,0,0,0,,0
2023/6/8,0,0,0,,0
2023/6/9,0,0,0,,0
2023/6/10,0,0,0,,0
2023/6/11,0.29,0.01,0.3,,0.4
2023/6/12,0.02,0,0.03,,0.02
2023/6/13,0.17,0,0.23,,0.24
2023/6/14,0,0,0,,0
2023/6/15,0.18,0.01,0.15,,0.29
2023/6/16,0,0.12,0,,0
2023/6/17,0,0,0,,0
2023/6/18,0,0,0,,0
2023/6/19,0,0,0,,0
2023/6/20,0,0,0,,0
2023/6/21,0,0,0,,0
2023/6/22,0,0.06,0.02,,0.02
2023/6/23,0.14,0.01,0.13,,0.17
2023/6/24,0.01,0,0,,0
2023/6/25,0.61,0,0.63,,0.95
2023/6/26,0.43,0.91,0.71,,0.85
2023/6/27,0.01,0.03,0.03,,0.02
2023/6/28,0,0,0,,0
2023/6/29,0,0,0,,0
2023/6/30,0,0,0,,0
2023/7/1,1.55,1.55,1.08,,1.39
2023/7/2,0.11,0.18,0.15,,0.14
2023/7/3,0.01,0.02,0.02,,0
2023/7/4,0,0,0,,0
2023/7/5,0,0,0,,0
2023/7/6,0.01,0,0.01,,0
2023/7/7,0,0,0.01,,0
2023/7/8,0.04,0.09,0.11,,0.15
2023/7/9,0,0,0,,0
2023/7/10,0,0,0,,0
2023/7/11,0.21,0.38,0.26,,0.22
2023/7/12,0.41,0.09,0.34,,0.38
2023/7/13,0.13,0.03,0.08,,0.17
2023/7/14,0.01,0.05,0.07,,0.1
2023/7/15,0.45,0.61,0.46,,0.74
2023/7/16,0,0,0,,0.01
2023/7/17,0,0,0,,0
2023/7/18,0,0,0,,0
2023/7/19,0,0,0,,0
2023/7/20,0.4,0.81,0.57,,1.16
2023/7/21,0,0,0,,0
2023/7/22,0,0,0,,0
2023/7/23,0.14,0.36,0.18,,0.36
2023/7/24,0,0,0,,0
2023/7/25,0,0,0,,0
2023/7/26,1.01,0.94,1.03,,1.08
2023/7/27,0,0,0,,0
2023/7/28,0,0,0,,0
2023/7/29,0.26,0.39,0.32,,0.25
2023/7/30,0,0,0,,0
2023/7/31,0,0,0,,0
2023/8/1,0,0,0,,0
2023/8/2,0,0,0,,0
2023/8/3,0,0,0,,0
2023/8/4,0,0,0,,
2023/8/5,0,0,0,,
2023/8/6,1,0.89,1.18,,
2023/8/7,0,0.01,0.01,,
2023/8/8,0,0,0,,
2023/8/9,0,0,0,,
2023/8/10,0.1,0.11,0.12,,
2023/8/11,0.3,0.58,0.7,,
2023/8/12,0,0,0.01,,
2023/8/13,0,0,0,,
2023/8/14,0.4,0.44,0.4,,0.43
2023/8/15,0.42,0.53,0.36,,0.37
2023/8/16,0.01,0,0.01,,0.01
2023/8/17,0.64,0.48,0.55,,0.52
2023/8/18,0,0,0,,0
2023/8/19,0,0,0,,0
2023/8/20,0,0,0,,0
2023/8/21,0,0,0,,0
2023/8/22,0,0,0,,0
2023/8/23,0,0,0,,0
2023/8/24,2.46,2.29,1.43,,2.8
2023/8/25,0,0,0.01,,0
2023/8/26,0,0,0,,0
2023/8/27,0,0,0,,0
2023/8/28,0,0,0,,0
2023/8/29,0.39,0.3,0.26,,0.07
2023/8/30,0,0,0,,
2023/8/31,0,0,0,,
2023/9/1,0,0,0,,
2023/9/2,0,0,0,,
2023/9/3,0,0,0,,
2023/9/4,0,0,0,,
2023/9/5,0.12,0.12,0.07,,
2023/9/6,0.11,0.1,0.09,,
2023/9/7,0.02,0.01,0.01,,
2023/9/8,0,0,0,,
2023/9/9,0,0,0,,
2023/9/10,0,0,0,,
2023/9/11,0.14,0.21,0.15,,0.37
2023/9/12,0.3,0.3,0.27,,0.23
2023/9/13,0,0,0,,0
2023/9/14,0,0,0,,0
2023/9/15,0,0,0,,0
2023/9/16,0,0,0,,0
2023/9/17,0,0,0,,0
2023/9/18,0,0,0,,0
2023/9/19,0,0,0,,0
2023/9/20,0.03,0.02,0.05,,0.02
2023/9/21,0,0,0,,0
2023/9/22,0,0,0,,0
2023/9/23,0,0,0,,0
2023/9/24,0,0,0,,0
2023/9/25,0,0,0,,0
2023/9/26,0.04,0.11,0.1,,0.06
2023/9/27,0.62,0.67,0.68,,0.57
2023/9/28,0.63,0.68,0.35,,0.44
2023/9/29,0,0,0,,0
2023/9/30,0,0,0,,0
2023/10/1,0,0,0,,0
2023/10/2,0,0,0,,0.01
2023/10/3,0,0,0,,0
2023/10/4,0,0,0,,0
2023/10/5,0.82,0.97,0.79,,0.96
2023/10/6,0.09,0.07,0.11,,0.01
2023/10/7,0.11,0.01,0.03,,0
2023/10/8,0,0,0,,0
2023/10/9,0,0,0,,0
2023/10/10,0,0.01,0.02,,0
2023/10/11,0,0,0,,0
2023/10/12,0,0,0,,0
2023/10/13,0.04,0.05,0.04,,0
2023/10/14,0.31,0.41,0.37,,0
2023/10/15,0,0.01,0.01,,0
2023/10/16,0,0,0,,0
2023/10/17,0,0,0,,0
2023/10/18,0,0,0.17,,0.17